AuthorId,AuthorName,AuthorSSN
11517,62,448-50-7897.9
6699,88,931-85-5724.85
298,94,103-75-3888.61
4707,75,401-23-2254.13
10693,55,692-77-3983.45
3209,76,393-51-4565.77
8040,83,688-87-1670.88
11449,73,536-31-2158.67
9073,74,587-87-2547.16
10413,99,571-94-7015.31
8159,60,126-82-4460.43
9039,96,617-46-5287.13
10580,66,780-14-8282.45
3388,93,876-81-4809.02
299,74,614-12-2340
8683,56,846-54-6728.33
7866,81,609-90-3258.25
2818,58,257-62-9508.43
9839,82,391-35-2536.94
11794,98,379-95-4084.13
10986,85,384-89-4920.48
2363,60,964-24-7447.84
888,99,297-72-4530.23
2846,71,150-59-1383.1
5201,69,239-75-7745.94
4665,60,227-49-5356.18
11200,81,102-53-9535.4
5986,87,202-27-6397.93
11069,89,116-78-1740.18
7398,87,646-27-9631.85
10632,60,879-10-6408.03
1679,51,133-69-5409.6
10942,79,240-85-4285.47
4348,86,817-91-3639.94
6536,63,228-12-8441.5
8985,66,293-64-8284.4
984,66,622-80-5927.17
11162,99,199-49-6877.07
5646,96,171-30-4126.59
7767,67,386-51-3713.35
8494,62,881-95-6199.62
10965,71,597-13-3763.12
310,80,324-49-7804.12
11315,58,925-79-9547.43
8467,98,335-26-6871.76
9893,67,399-35-4513.37
10870,62,287-10-2159.4
2464,88,490-12-7398.87
4566,51,374-54-9312.02
6635,67,935-71-9780.6
7884,51,535-19-2101.03
6268,94,684-60-2547.91
6910,73,144-23-1942.99
9719,80,635-43-9378.4
3320,54,140-21-4793.47
2392,89,183-80-5178.81
4504,90,862-44-8191.2
10719,62,160-80-7385.18
2120,98,500-70-1445.52
1174,54,897-29-2697.52
4019,64,411-83-5418.88
10046,83,632-83-7525.08
9827,59,841-52-3896.06
10523,79,143-91-5842.36
10853,97,207-86-4191.06
720,92,346-71-8542.68
8891,77,450-18-5041.86
2091,75,836-82-8001.82
3568,60,397-87-4130.02
810,65,359-83-8777.93
5911,90,263-21-4409.36
6280,56,262-60-2109.33
11565,66,882-73-7881.25
5742,94,707-95-6781.8
9211,92,222-73-2350.44
1270,54,351-13-2765.82
4096,89,290-92-1487.85
3560,83,719-16-2297.66
2474,96,469-53-5889.12
8556,53,490-48-3750.29
10705,94,825-82-8596.38
6307,63,204-26-2889.95
2884,98,887-22-5632.82
1494,68,311-62-1689.45
3281,71,180-37-8899.35
11979,61,272-68-4081.73
6032,77,797-27-2080.71
8035,68,574-69-2932.91
7445,87,466-97-5880.71
2357,60,556-34-3667.67
441,66,260-61-8190.03
4621,73,214-32-5546.16
2133,85,956-14-8366.96
8082,74,319-43-9851.52
2461,78,152-79-7789.79
457,70,120-81-5449.93
3765,60,681-34-7257.51
3617,85,492-17-2648.2
5410,90,876-27-9252.97
11396,86,218-76-2713.27
1639,83,653-56-8773.9
6669,57,829-35-9853.25
1780,90,396-55-4681.4
9234,80,736-16-1911.74
10364,77,986-30-6583.93
3748,68,396-92-3447.04
8454,98,244-32-6431.45
6304,76,616-88-7444.76
8877,83,151-39-2321.56
1962,64,798-38-8938.87
7126,52,785-39-8013.44
1538,62,431-97-9979.45
9907,63,961-28-7926.95
9758,83,491-66-1820.85
3109,50,779-97-4142.9
4248,99,142-61-4242.7
659,80,418-73-5730.43
10983,66,104-68-2441.5
5678,93,273-57-1297.37
1036,66,184-90-3203.87
4843,87,124-79-7783.77
339,83,284-32-9769.72
25,80,563-65-2333.98
6779,80,754-57-7171.26
6810,56,545-68-5491.51
5185,60,598-34-9170.54
7413,71,412-87-9016.65
2158,89,779-94-3105.57
4871,74,974-78-3971.7
5846,68,512-24-6894
10473,71,981-15-6884.96
1975,89,716-38-9635.5
7026,89,533-60-7589.26
1064,73,484-94-7647.42
6944,77,521-32-2783.86
5201,58,418-76-2052.26
4656,94,717-46-9081.1
10127,64,142-31-2861.67
6270,51,495-62-7196.05
7013,86,486-60-3568.99
7784,69,755-58-7594.69
167,68,803-15-1368.28
2716,58,642-64-6344.38
5374,86,866-24-8232.85
11021,73,122-82-5890.73
3070,53,980-17-2997.45
2786,99,131-68-9111.72
2103,74,544-89-7798.26
1528,65,891-25-8213.04
4752,83,107-24-9424.1
2377,58,823-22-4202.69
5183,78,355-78-9560.31
2719,59,293-27-9499.41
8742,82,728-57-5795.52
10713,77,940-57-9072.3
2234,81,705-94-6451.64
8396,94,715-11-7877.14
6790,98,755-49-8032.32
11559,56,403-38-9325.37
7779,94,462-37-1471.82
11996,89,521-69-6352.16
7698,99,143-18-3191.51
1393,77,444-16-4658.4
11994,86,766-87-2594.5
3477,73,308-22-4749.58
5851,58,990-31-8885.76
10904,92,124-95-8044.34
11223,88,111-79-6269.5
4915,73,441-41-7019.48
3968,77,589-25-1152.36
7985,97,474-58-3570.74
5169,55,681-52-3823.41
9599,86,139-50-7855.4
891,88,492-75-8053.93
10848,90,352-56-4171.85
6153,93,186-56-1552.9
7186,96,866-15-9029.01
5590,66,376-40-8835.52
8320,99,370-28-3006.06
11479,75,487-36-8923.95
539,69,533-48-8180.9
498,69,623-30-6452.03
11025,70,833-88-1396.62
4706,57,412-60-3117.76
2058,91,493-69-8686.61
2533,94,351-41-4388.23
9014,87,384-63-8445.94
11173,94,720-38-1647.57
9231,76,648-49-8229.39
11456,87,687-14-1969.49
8598,71,185-32-1935.48
708,80,825-11-8637.65
60,90,952-71-9517.03
1535,92,831-17-9171.21
8806,82,528-91-2051.38
1605,63,719-50-1783.92
5355,51,520-35-2643.72
6710,71,307-39-7657.58
2626,82,316-31-7156.17
8784,88,641-15-7711.9
709,63,562-15-1876.16
3299,60,600-20-9503.11
9543,57,849-94-3321.12
8216,71,230-26-5028.62
7745,66,902-16-4787.69
8601,93,972-85-9467.42
10088,95,484-12-9798.7
1388,66,480-41-4047.77
10339,97,441-95-1640.39
5422,75,557-37-4657.93
6956,68,652-88-6993.68
2649,75,785-38-7251.55
2635,58,789-61-6952.12
501,60,763-52-4975.93
2918,91,430-28-5184.32
4560,98,832-81-8128.39
10183,77,904-64-5062.83
380,74,601-50-8266.69
10296,56,777-49-9093.29
26,88,539-89-9633.84
5243,67,287-79-4090.88
2549,76,652-78-1575.23
6252,77,725-15-7243.05
461,61,366-70-3307.35
11467,73,988-71-4399.21
7056,95,610-68-5334.92
6447,96,472-47-1356.37
4688,82,611-60-4798.25
344,94,893-19-7283.97
10758,72,247-59-8193.9
9493,87,622-59-9273.16
6541,76,581-96-8270.32
5114,85,857-23-7372.88
10,67,145-53-9513.73
1279,93,824-89-4767.27
5754,86,434-30-5153.71
9097,82,710-38-3692.19
11493,88,304-13-5143.48
451,57,303-76-3729.21
7837,55,770-11-1346.06
7302,97,450-93-2277.76
5482,59,896-72-5343.13
2062,77,388-74-9395.7
10504,63,307-58-7144.88
10875,52,987-65-2907.37
7680,92,428-15-7558.39
4951,51,870-14-8260.3
9217,83,229-41-3642.68
11363,90,687-13-9969.19
7511,59,319-60-4890.78
3315,79,554-20-9181.6
9675,85,378-28-8339.58
5755,63,981-32-7355.95
7732,64,644-82-4030.05
988,72,249-31-7718.32
10,77,672-21-4518.6
10080,72,358-14-2580.59
9702,82,806-37-2809.45
178,62,420-12-4521.05
6779,78,519-42-2005.42
75,58,236-43-1078.88
4342,98,696-51-4130.8
7264,50,122-14-8107.64
10030,64,864-16-1368.78
11321,79,566-45-3665.15
6776,84,287-33-1192.05
5391,69,505-14-7901.12
9091,61,208-82-7372.21
3875,67,122-41-9856.76
10987,93,780-31-1947.03
1709,80,657-84-8276.37
9637,52,238-30-9640.13
3906,51,358-92-8575.51
9360,89,892-55-8409.17
972,56,226-96-7949.02
5320,76,697-18-3747.22
3487,88,816-23-8797.48
1067,71,868-68-9098.68
10429,65,263-85-1881.5
8361,60,576-19-5791.42
4727,94,178-24-3446.03
2491,82,280-27-1632.95
5290,50,415-47-9305.49
11067,97,487-69-4733.67
7978,59,529-81-1470.74
4304,65,571-21-4395.69
11153,81,414-93-8196.69
3327,92,773-55-5087.16
9736,74,194-45-7930.79
6177,75,642-80-2933.32
2831,51,696-19-5545.68
9676,78,210-60-2711.93
8973,79,812-41-5694.35
6506,78,494-55-8882.56
10452,62,634-38-5854.43
10622,95,718-11-1757.08
5016,69,896-85-7760.96
7232,68,674-90-3219.15
4451,73,284-53-7899.09
8196,67,377-64-5192.76
9696,52,704-76-9251
8287,57,611-80-1988.45
9325,71,201-64-1066.44
5152,81,448-87-7429.75
8298,92,852-68-6246.22
7289,81,605-51-9585.42
2390,96,582-53-9571.13
9996,87,986-90-5421.82
7073,96,308-12-7078.36
3539,55,495-12-3903.35
10916,51,456-20-6488.52
8093,96,198-89-6027.84
5692,65,133-41-7314.36
16,87,525-89-2385.5
8024,84,447-18-5820.18
2080,94,858-66-4432.32
2706,89,193-41-7555.4
9177,79,467-86-7215.14
7112,70,896-35-5640.03
10321,80,107-47-3652.98
10652,93,232-64-8984.19
8611,95,381-19-3622.27
3541,99,219-85-7623.47
7294,82,519-80-8161.78
748,76,190-24-3869.54
8096,58,619-26-4656.04
5317,97,533-88-7663.46
9392,55,945-13-7476.92
10890,52,333-26-4187.04
2337,74,513-91-2012.35
9992,66,325-92-6404.55
9186,98,510-15-2093.39
5053,68,918-31-8418.29
4455,73,206-90-7591.28
1084,52,521-25-7369.71
2240,72,955-40-6089.25
2123,74,191-18-4331.32
9221,65,953-89-2731.08
705,59,497-14-5469.23
2548,99,666-48-9772.06
5062,96,599-73-6902.02
9159,62,781-21-1271.77
9112,70,320-17-2666.4
2756,95,168-37-6785.42
9679,66,430-35-5628.44
11822,89,179-83-1433.48
892,87,577-67-8077.5
8950,76,767-10-5942.37
9192,86,738-11-8674.4
3301,66,464-65-2495.32
4901,62,730-85-2885.93
2036,51,680-35-3775.75
5907,86,893-68-3169.76
6356,68,765-92-6914.8
5942,74,336-61-6994.6
3439,54,131-93-7099.8
8719,75,772-58-3538.93
9462,57,773-25-8027.55
9475,74,967-24-5205.58
5495,89,288-84-2203.71
7051,74,673-31-8526.19
738,79,524-65-6396.37
11012,99,710-43-6866.52
3540,55,788-46-6144.96
4130,98,302-39-6941.46
2349,52,801-49-9595.75
11836,97,577-31-2272.07
1936,67,935-43-8885.06
8656,51,937-22-5583.16
3912,97,441-59-3498.88
3133,54,652-16-9255.43
2230,52,634-79-2084.5
504,95,507-40-7248.62
5258,60,709-36-7273.1
6558,92,315-21-9661.73
2759,64,225-16-7386.83
5817,52,232-48-3241.05
283,52,719-38-9618.71
2199,76,650-62-9497
10734,73,457-54-4445.97
5372,53,766-10-6351.85
581,70,402-64-8720.48
5836,77,138-49-6307.83
1677,55,446-59-8560.89
3462,77,317-81-2577.54
5752,56,594-97-1674.96
8640,74,525-90-7548.45
2228,84,413-39-2245.47
5151,53,986-67-2049.97
10005,65,577-39-2733.07
5934,97,359-41-5991.85
3264,89,264-55-8406.06
8558,73,661-19-8794.84
9842,93,755-67-7807.1
11522,76,478-27-9373.14
2540,63,738-67-4893.57
1223,80,893-96-6793.3
8638,69,863-70-6640.71
11705,82,525-90-4666.35
10115,86,221-17-9741.52
2480,96,105-36-1112.64
7903,94,699-36-1235.79
3309,60,250-60-1151.52
10907,99,419-70-4994.29
6013,85,328-86-4219.93
1668,61,269-84-5564.48
5099,84,650-45-9628.17
4723,74,505-34-4613.18
3375,59,504-22-2876.77
9577,60,576-39-8173.97
3160,92,278-88-5839.79
3393,54,608-48-6095.63
11520,62,389-30-1138.53
11465,69,838-89-7263
6683,70,483-12-7444.22
4662,53,720-56-6998.65
294,86,593-79-3832.75
3343,67,906-12-8835.41
9609,95,233-78-2179.93
9840,80,563-88-1787.65
9244,88,696-49-3634.22
6630,58,272-53-7420.24
10758,73,584-89-3110.29
11655,57,482-25-6964.95
175,73,426-60-3920.95
603,79,601-69-9160.89
7138,75,422-46-3235.41
6499,60,903-32-1729.33
10780,86,188-16-5711.68
11978,51,810-48-7647.87
2970,52,702-21-8123.81
10534,75,165-88-6524.13
2000,73,552-26-1238.1
6867,77,302-33-3644.42
3322,67,752-10-7164.16
1788,94,440-18-3301.44
8786,56,616-15-2053.51
1042,78,801-15-3677.47
4024,69,228-35-5733.07
4643,59,564-59-2195.57
4937,77,746-58-7974.7
1698,70,418-56-5011.91
396,63,955-70-7018.85
10070,89,852-25-8749.87
4893,81,748-21-3946.76
3019,74,209-88-1227.12
2092,79,872-33-9602.31
5865,77,403-89-5979.97
3397,68,526-96-2701.97
2256,89,992-51-9076.06
5353,76,479-65-6111.23
11322,97,643-37-9574.92
3100,72,315-19-3724.65
1314,54,425-43-5844.41
6354,55,556-62-6253.7
7955,68,915-35-8217.4
1318,95,871-42-8516.14
2300,87,440-16-4913.57
3947,77,760-63-3967
11976,95,347-70-7283.71
5666,65,821-45-9766.92
8126,66,918-64-2838.31
992,69,762-76-2538.26
1798,51,553-10-3293.04
4541,57,338-25-7937.35
10944,71,261-53-3577.68
9001,94,629-18-7711.21
3980,87,670-56-4505.44
6275,97,611-48-8179.91
10056,95,144-17-1201.53
2904,88,219-76-8506.19
10832,55,792-24-9982.22
8731,60,990-40-6677.66
979,91,128-23-6240.82
2895,99,809-51-6488.55
6494,57,262-70-7285.79
7857,71,742-57-6929.88
6588,70,776-62-4489.85
10589,78,831-38-7557.8
10578,91,722-66-4388.35
6574,92,295-81-3461.79
194,69,477-39-3960.06
7089,62,912-93-9288.58
3936,61,331-65-7388.62
3037,78,635-29-6877.31
8715,50,519-63-5562.81
47,88,141-88-8413.32
6297,65,262-13-1575.19
7827,96,759-93-8604.59
4308,76,220-80-8466.71
11008,64,395-26-9007.69
5417,53,208-43-4575.66
9201,76,756-60-2093.96
9783,82,929-30-1251.46
4666,96,556-19-2196.38
10467,89,186-21-9630.78
8764,56,487-75-7320.83
3046,97,966-18-4489.23
6836,74,571-97-2797.53
5977,81,646-56-6209.34
11060,63,501-35-9222.2
7430,79,143-95-3887
9016,69,279-57-3973.56
3028,60,671-94-1764.37
3456,98,439-39-8687.63
4538,88,655-93-2490.07
9089,82,723-81-8334.91
4449,78,994-51-2707.05
8238,99,464-46-1204.2
10959,57,495-38-6854.92
9309,72,933-70-4381.99
8825,62,960-20-7076.01
9304,89,283-53-5112.58
11026,81,600-39-3239.7
193,79,656-38-2905.21
172,51,162-51-8750.01
1651,80,491-27-4935
1557,78,966-44-9179.36
6681,55,918-45-9219.27
5511,79,799-32-9983.45
10079,66,492-89-9924.97
11784,55,796-56-8349.49
7109,62,856-92-1935.29
10976,96,754-25-6311.07
8039,85,854-73-8356.04
6043,100,370-94-6639.41
6784,89,561-33-9202.45
9718,70,375-64-4894.29
9799,79,145-20-2549.62
971,59,140-77-8395.76
11563,81,468-32-8220.82
4287,58,287-97-3851.78
6519,99,199-55-9720.65
2680,62,155-29-9253.56
11274,57,936-47-1553.31
9220,94,450-41-6895.13
8875,87,810-45-8986.87
6598,79,912-31-4116.68
7830,73,841-52-5972.52
10874,92,727-54-5115.72
3070,53,947-77-4186.06
4914,93,705-46-3085.46
3445,71,123-74-7220.03
11752,65,480-67-7003.76
11284,72,758-73-9426.32
872,65,444-30-1018.35
9235,87,449-25-1823.82
9875,60,448-75-8473.45
1236,62,772-67-3327.17
9938,57,154-53-1817.68
3559,86,752-46-1220.57
522,71,958-85-2142.01
5243,94,365-74-8792.12
9821,96,583-76-4977.69
3317,85,368-31-5395.26
8424,73,791-69-7942.37
762,94,983-69-6603.15
5751,73,637-81-3780.16
4777,89,441-78-5969.6
3207,88,565-16-9705.45
6157,65,720-56-5318.98
4153,77,180-67-9343.99
8430,93,326-89-7305.95
10864,69,935-44-5135.88
2867,74,852-37-8449.17
9447,97,375-83-9245.89
9652,68,465-60-6609.69
73,72,248-89-6689.23
2595,75,879-91-6914.48
7279,85,434-76-4180.61
5267,76,958-89-7439.8
9727,78,856-12-9496.22
6284,94,393-33-2771.23
9108,69,526-47-3406.86
5869,86,562-26-8876.22
9629,69,420-38-1889.08
1682,96,567-16-6791.13
3132,83,118-82-8245.34
5679,70,888-85-2533.3
6510,92,337-91-5564.6
9373,52,340-67-5523.74
8754,61,872-68-2593.6
4806,91,909-72-3725.94
135,56,986-84-3031.4
11353,84,257-56-4425.79
2046,78,298-37-2640.75
10786,67,577-85-4246.6
2797,97,171-10-1688.85
7220,94,972-61-8449.9
2306,86,621-87-5212.06
3549,66,515-60-4678.69
3584,65,844-20-3217.98
11899,78,455-92-5817.62
11629,94,548-10-6943.83
1139,95,179-63-9804.02
3094,93,914-54-2858.8
4029,87,400-15-8101.43
4021,83,236-65-8545.44
3046,75,826-25-9458.81
10447,84,551-48-4939.16
7126,50,602-81-3815.6
6156,86,562-79-3189.73
5552,80,524-74-3506.83
8903,67,242-26-6435.44
8283,77,190-69-9888.63
1607,86,785-46-2445.08
10289,76,962-10-2207.94
3059,78,936-61-2765.48
4442,60,735-33-9069.49
10082,95,148-36-9513.35
6711,75,481-21-5843.6
11869,98,319-75-7324.46
53,59,113-15-6050.6
624,65,393-40-3886.05
6549,93,712-85-2779.39
2402,99,499-17-4700.38
10951,62,699-12-3799.84
63,70,896-84-5643.61
6422,98,446-83-1993.84
7420,66,467-84-7082.84
5828,76,660-47-4605.88
11995,97,435-30-7485.97
9399,98,643-69-4948.38
5351,88,656-81-9941.57
200,72,185-46-3344.41
8487,93,291-41-7917.71
9430,91,611-43-6975.74
7035,80,460-56-8566.99
4024,58,907-12-4162.55
5152,69,892-89-4590.07
10640,82,419-10-7036.94
1133,81,187-38-5704.57
8911,71,230-48-6263.56
2045,80,844-54-1085.96
3377,75,958-56-4049.97
1339,86,442-95-2534.27
4788,77,363-20-1853.5
4876,72,940-75-8462.31
3727,67,503-89-3657.73
724,63,413-26-1353.89
2380,56,714-51-5656.79
5926,89,654-65-2135.19
5953,90,138-27-7495.7
6677,51,861-16-3558.74
2859,87,375-61-4636.07
3568,87,407-29-4936.53
2470,61,794-21-2728.43
1675,82,114-37-9741.93
1706,85,795-19-3988.44
7495,66,541-60-4479.89
5501,94,170-49-2660.61
2557,87,774-14-5980.44
11996,75,566-65-5981.88
3883,83,994-91-4511.49
11642,87,727-79-4569.54
9761,59,748-45-8638.83
6481,80,304-35-9827.38
9319,78,578-81-8376.35
9948,52,199-83-7495.23
599,88,478-15-9353.96
4439,59,765-69-9315.8
6893,55,724-95-1541.15
7297,83,756-58-6445.53
384,67,357-90-1952.75
1867,94,412-35-3135.63
1407,59,187-70-3881.65
10142,56,525-96-7807.72
11169,67,944-28-9932.46
6356,87,251-35-1405.55
1465,63,800-12-6521.08
3223,63,386-60-8223.78
412,52,148-87-6996.45
11671,72,725-50-7709.34
120,71,969-10-3907.25
2758,73,515-93-9334.89
9312,72,460-79-3772.99
11468,71,166-18-4728.99
3926,85,615-40-2605.11
9098,85,793-84-1778.7
8345,86,834-12-6101.39
461,56,338-92-3396.9
9737,76,102-28-3277.01
4150,88,193-90-5935.68
1287,85,344-55-3065.84
7509,71,631-40-5666.67
9136,65,687-96-8844.9
5990,92,798-21-8439.64
5482,57,523-72-3968.21
10986,67,322-14-1413.25
652,79,138-70-9818.81
10930,77,424-61-9241.38
5497,54,261-87-8304.61
886,90,244-35-7237.1
4042,71,317-66-5358.52
11061,79,982-75-3895.84
4873,97,528-87-1869.61
4930,89,467-63-3709.83
1736,66,967-46-3916.3
380,80,843-38-8581.29
3977,88,897-25-8772.79
1884,89,879-95-1873.97
6715,76,125-76-2338.92
3583,82,163-19-1310.65
7142,64,849-27-8970.38
2550,89,209-67-6208.19
5737,59,634-41-3758.67
9500,67,219-81-6691.71
11766,82,508-39-8260.57
1169,81,890-85-2640.8
10160,51,263-47-8935.66
3266,67,894-30-7471.91
11610,83,631-97-2285.03
6875,82,482-37-5082.02
344,82,417-17-7817.45
11862,65,664-54-5898.32
3509,63,444-56-9215.8
76,99,213-50-1399.19
6039,74,626-59-7969.53
4678,54,150-36-9257.22
1064,99,449-32-4596.22
11018,53,331-13-5836.39
496,58,111-39-4318.28
246,70,249-35-5476.94
11635,51,506-62-8284.78
6819,74,934-90-5634.21
11128,60,791-15-1002.74
11637,99,185-32-7752.26
9245,84,786-26-9580.82
10327,54,179-76-3428.85
5559,87,116-40-8029.57
2036,96,256-46-3949.78
5116,58,285-86-3573.72
76,76,338-66-3404.22
9042,98,854-47-9169.99
7573,89,427-59-5580.13
5163,81,504-71-1377.5
7574,51,341-23-7223.84
8202,66,962-16-9130.22
429,58,185-38-3655.81
11108,71,601-71-7567.39
4860,62,855-52-6039.6
8332,71,982-22-6170.29
2787,78,334-76-6268.23
2890,54,489-47-1166.1
358,95,761-12-9495.89
740,79,405-75-7624.32
5899,98,769-51-8594.96
4779,81,273-61-9927.09
11966,85,453-54-2375.5
11120,84,725-97-7094.86
7938,93,460-95-1050.56
4453,57,919-47-3930.96
10458,66,282-35-8406.02
11439,94,878-48-1813.83
3142,77,568-89-4160.74
11566,91,766-92-6390.4
3369,87,656-44-9341.74
10431,70,316-44-3097.78
8381,95,606-80-7748.69
2198,96,231-88-8316.48
735,51,448-10-5124.13
5928,73,484-47-8600.03
8799,58,646-43-7074.07
11570,91,763-90-2479.39
4341,55,400-78-7920.79
10058,75,786-83-8925.21
5421,85,172-32-8841.56
7975,84,792-88-5632.42
11580,74,189-28-9432.57
387,61,631-71-5793.58
9753,98,965-73-1331.66
2258,88,834-84-9301.32
11509,97,435-77-1834.13
9120,51,557-43-7091.2
361,58,362-14-8212.24
2512,60,994-21-5030.49
4457,92,696-75-3149.08
9853,85,870-40-4289.3
3652,58,530-24-5037.6
11550,59,686-70-4901.05
10518,87,224-15-9349.67
3334,98,139-93-2396.93
8714,98,106-15-9106.78
1560,97,580-23-8633.9
10000,96,308-11-1614.04
4366,96,800-47-2010.93
9286,80,418-79-8084.52
4238,65,952-26-6614.31
10379,97,767-51-5525.97
9066,81,951-58-8310.14
5434,63,699-10-5349.7
8478,79,949-57-2010.09
2157,51,188-76-2374.71
5535,94,210-39-2080.38
7525,77,529-66-6635.71
4201,73,783-34-6356.49
10826,52,878-19-7320
2904,80,519-27-5319.22
4790,91,286-90-2307.07
5911,64,149-39-1344.32
2654,84,994-39-3211.14
10522,63,448-38-5423.91
2715,80,430-89-1707.47
1904,77,631-22-5879.29
8695,91,952-64-3599.73
11394,89,962-68-5766.29
9287,55,685-28-1587.71
4356,66,291-42-1193.77
6741,76,928-80-3140.51
5063,70,333-27-3221.58
5808,70,348-15-5231.91
5593,53,467-18-1538.42
10234,62,718-42-4490.52
120,86,695-13-7942.33
302,93,402-70-3778.17
11249,57,117-49-9114.82
3081,77,282-97-5820.17
10689,89,621-15-1154.72
10361,89,367-46-4897.52
444,79,486-39-5820.94
1283,89,804-81-2306.29
1717,71,319-26-7023.13
6488,56,895-10-2238.06
5808,59,743-89-8780.23
8594,52,986-68-4056.47
1978,53,121-44-3604.49
9608,83,745-62-9508.66
4405,60,955-17-4627.12
7746,50,507-96-4883.01
5423,52,615-91-4253.17
6176,76,490-83-6691.04
9507,62,797-71-6872.74
6544,73,860-63-9789.14
9532,69,245-38-6160.17
2543,66,692-48-5779.99
3333,87,236-56-7984.98
2191,78,697-15-2688.62
6924,57,601-33-7397.66
7065,86,873-46-8774.05
6220,67,733-62-8406.43
11313,52,530-40-9230.99
1138,50,658-56-2495.89
8784,88,388-51-2429.68
9674,56,392-47-5227.26
7681,79,658-91-4006.07
3148,90,311-71-7778.09
8376,95,192-30-9679.4
10023,60,468-40-3983.19
2649,97,857-75-6546.42
10966,64,725-37-5401.96
10413,60,354-92-4053.75
5655,85,561-78-1039.54
4637,63,802-29-5599.35
920,82,798-26-8278.35
11983,59,231-81-5276.69
6016,95,242-73-2471.34
6854,69,462-31-6960.18
6258,88,102-26-3346.38
11368,93,244-16-1564
2853,68,615-85-6973.4
4147,61,816-61-8723.14
8363,69,964-94-2530
10490,57,139-91-9352.31
8995,76,273-22-1459.39
10511,72,450-18-5558.19
9744,51,997-32-5144.96
225,54,244-80-5776.79
169,65,818-52-3728.69
10602,76,139-94-4258.84
2492,58,552-88-6471.89
10459,51,152-97-4188
916,84,652-46-8857.25
1503,74,888-41-9792.81
10404,74,928-33-4592.72
8943,92,653-92-4525.26
7836,54,937-27-7073.33
10947,70,729-32-3000.96
8376,56,691-77-9692.28
5579,75,347-13-9283.03
4288,51,858-51-2583.53
10496,57,287-26-3802.4
5264,91,717-53-8498.63
7031,94,681-30-8899.71
11519,97,600-20-1905.89
3032,76,669-32-4308.12
7726,86,532-95-2335.42
4020,58,467-70-5706.92
1847,74,621-35-7499.93
2847,61,275-83-9233.97
4549,54,978-75-2276.96
1034,87,922-90-9251.2
2034,76,582-84-1384.79
10749,55,255-69-3050.81
9711,55,982-64-9763.16
1930,69,709-44-6640.52
5858,56,377-49-7809.14
6382,50,446-64-5926.15
2114,77,167-14-1230.53
4054,88,147-80-4698.14
8167,96,405-90-3609.56
8758,60,922-63-5929.37
15,67,940-77-1140.53
4891,65,656-39-6383.52
5811,71,120-60-7749.98
6037,74,178-67-7441.31
9503,94,567-58-2084.43
6634,98,408-74-4284.06
1866,57,835-36-1029.66
8793,94,577-37-5302.4
10057,62,154-42-8216.66
8659,96,901-18-1290.42
6768,95,106-36-2968.87
9163,84,572-33-9571.8
4679,64,827-61-4461.54
11748,53,907-36-4679.83
6741,90,371-12-2536.61
9477,91,598-71-4878.85
4825,54,141-41-3744.01
6435,75,284-38-9862.13
1238,92,727-84-9613.74
6168,91,584-28-7840.82
3490,62,107-21-3591.99
58,76,445-53-9026.06
9043,54,844-14-8055.84
2485,75,712-72-3538.07
6591,93,837-19-2770.67
2646,99,954-70-5957.69
8151,51,892-33-8787.52
11041,58,688-73-9919.73
2724,65,746-97-6139.09
11700,88,111-40-3673.23
1410,67,455-28-7881.42
5519,72,613-82-7714.78
7593,76,267-18-5956.21
10298,100,430-62-1093.45
8911,51,206-38-9381.78
8021,67,548-90-5068.36
893,92,394-11-1255.85
4006,64,723-17-4154.13
9293,90,941-40-8370.61
6896,56,575-65-2699.16
9929,88,110-20-5477.75
11340,88,786-18-9521.04
7125,62,232-66-4235.84
10114,68,143-64-9767.04
10639,78,571-32-5715.99
7449,57,505-36-3853.27
11494,75,673-37-7302.73
687,55,742-75-2237.5
9750,90,804-58-2197.94
11704,72,729-18-5132.47
11723,61,810-90-2660.42
3320,99,310-60-6794.27
5401,66,264-83-3901.39
6601,86,904-17-5087.8
11760,96,183-67-1447.42
1254,90,487-92-4827.64
4971,58,611-76-8870.28
9573,61,384-22-5395.03
301,53,716-53-9846.44
5244,58,959-62-1483.94
10496,71,686-20-6965.99
6243,84,218-56-9399.47
9058,76,764-83-1842.62
10781,62,855-96-9674.11
9008,74,128-15-4394.61
11339,96,248-13-9962.02
3266,58,626-68-3833.92
5603,84,574-28-9778.72
9273,56,860-34-1128.03
10538,73,851-13-4678.33
2416,72,970-90-3054.29
8485,77,674-46-1728.1
3202,62,211-90-5325.06
9987,75,405-24-7102.06
8255,68,280-29-4249.81
6907,73,901-37-2271
9106,70,479-24-8504.89
10926,88,934-63-9191.9
1395,92,574-15-4599.19
5825,82,159-52-2101.18
4729,93,525-81-6061.57
4018,74,690-96-2460.56
11795,63,950-51-6321.11
9322,89,806-86-1073.01
11588,89,146-83-7896.77
11827,57,942-39-8969.99
11603,70,192-44-4371.08
9333,77,313-75-8215.09
1612,83,418-17-5164.59
7131,52,571-88-6500.43
4377,65,183-87-1116.27
7875,80,404-93-6849.1
453,89,911-54-4074.86
3359,92,535-94-3483.14
11104,69,168-51-2705.84
11063,67,280-54-9530.5
3979,51,108-59-9928.03
4428,74,875-49-9159.11
9933,74,660-92-6776.38
3381,50,824-83-4751.25
6286,94,462-47-5963.55
10824,78,111-57-4871.59
696,59,452-79-6881.77
83,59,490-69-2544.97
5074,97,837-66-8678.13
7539,71,889-80-2516.13
